"","pathway","description","genes_in_pathway","matches","%_match","pValue","adj.pValue","overlap"
"GO:0010812","GO:0010812","""negative regulation of cell-substrate adhesion""","3","0","0","1","1",""
"GO:0031327","GO:0031327","""negative regulation of cellular biosynthetic process""","23","0","0","1","1",""
"GO:0051129","GO:0051129","""negative regulation of cellular component organization""","35","1","2.86","0.590070539396167","1","8615885"
"GO:2000113","GO:2000113","""negative regulation of cellular macromolecule biosynthetic process""","9","0","0","1","1",""
"GO:0031324","GO:0031324","""negative regulation of cellular metabolic process""","27","1","3.7","0.497172967559814","1","8616025"
"GO:2001251","GO:2001251","""negative regulation of chromosome organization""","1","0","0","1","1",""
"GO:0051985","GO:0051985","""negative regulation of chromosome segregation""","1","0","0","1","1",""
"GO:1905819","GO:1905819","""negative regulation of chromosome separation""","1","0","0","1","1",""
"GO:0051344","GO:0051344","""negative regulation of cyclic-nucleotide phosphodiesterase activity""","2","0","0","1","1",""
"GO:0043154","GO:0043154","""negative regulation of cysteine-type endopeptidase activity involved in apoptotic process""","1","0","0","1","1",""
"GO:2000117","GO:2000117","""negative regulation of cysteine-type endopeptidase activity""","1","0","0","1","1",""
"GO:0032466","GO:0032466","""negative regulation of cytokinesis""","1","0","0","1","1",""
"GO:0051494","GO:0051494","""negative regulation of cytoskeleton organization""","23","0","0","1","1",""
"GO:0048640","GO:0048640","""negative regulation of developmental growth""","1","0","0","1","1",""
"GO:0045806","GO:0045806","""negative regulation of endocytosis""","4","0","0","1","1",""
"GO:0010951","GO:0010951","""negative regulation of endopeptidase activity""","6","0","0","1","1",""
"GO:1905362","GO:1905362","""negative regulation of endosomal vesicle fusion""","1","0","0","1","1",""
"GO:1904950","GO:1904950","""negative regulation of establishment of protein localization""","1","0","0","1","1",""
"GO:0051490","GO:0051490","""negative regulation of filopodium assembly""","3","0","0","1","1",""
"GO:0045814","GO:0045814","""negative regulation of gene expression, epigenetic""","2","0","0","1","1",""
"GO:0010629","GO:0010629","""negative regulation of gene expression""","50","3","6","0.129739816561877","1","8626513,8628117,8629223"
"GO:0051346","GO:0051346","""negative regulation of hydrolase activity""","16","0","0","1","1",""
"GO:1902532","GO:1902532","""negative regulation of intracellular signal transduction""","12","1","8.33","0.263026829807528","1","8624075"
"GO:0033673","GO:0033673","""negative regulation of kinase activity""","1","0","0","1","1",""
"GO:0060192","GO:0060192","""negative regulation of lipase activity""","2","0","0","1","1",""
"GO:0040013","GO:0040013","""negative regulation of locomotion""","7","1","14.29","0.163029545497725","1","8624075"
"GO:1902373","GO:1902373","""negative regulation of mRNA catabolic process""","1","0","0","1","1",""
"GO:1903312","GO:1903312","""negative regulation of mRNA metabolic process""","1","0","0","1","1",""
"GO:0010558","GO:0010558","""negative regulation of macromolecule biosynthetic process""","22","0","0","1","1",""
"GO:0010605","GO:0010605","""negative regulation of macromolecule metabolic process""","72","3","4.17","0.270139081369855","1","8626513,8628117,8629223"
"GO:0045653","GO:0045653","""negative regulation of megakaryocyte differentiation""","1","0","0","1","1",""
"GO:1902100","GO:1902100","""negative regulation of metaphase/anaphase transition of cell cycle""","1","0","0","1","1",""
"GO:0031111","GO:0031111","""negative regulation of microtubule polymerization or depolymerization""","1","0","0","1","1",""
"GO:0031115","GO:0031115","""negative regulation of microtubule polymerization""","1","0","0","1","1",""
"GO:0090258","GO:0090258","""negative regulation of mitochondrial fission""","1","0","0","1","1",""
"GO:0010637","GO:0010637","""negative regulation of mitochondrial fusion""","1","0","0","1","1",""
"GO:0010823","GO:0010823","""negative regulation of mitochondrion organization""","1","0","0","1","1",""
"GO:1901991","GO:1901991","""negative regulation of mitotic cell cycle phase transition""","1","0","0","1","1",""
"GO:0045930","GO:0045930","""negative regulation of mitotic cell cycle""","1","0","0","1","1",""
"GO:0045841","GO:0045841","""negative regulation of mitotic metaphase/anaphase transition""","1","0","0","1","1",""
"GO:0045839","GO:0045839","""negative regulation of mitotic nuclear division""","1","0","0","1","1",""
"GO:0033048","GO:0033048","""negative regulation of mitotic sister chromatid segregation""","1","0","0","1","1",""
"GO:2000816","GO:2000816","""negative regulation of mitotic sister chromatid separation""","1","0","0","1","1",""
"GO:0044092","GO:0044092","""negative regulation of molecular function""","33","2","6.06","0.200314192252837","1","8618391,8618513"
"GO:0040015","GO:0040015","""negative regulation of multicellular organism growth""","1","0","0","1","1",""
"GO:0051241","GO:0051241","""negative regulation of multicellular organismal process""","6","1","16.67","0.141467629924622","1","8627992"
"GO:0045638","GO:0045638","""negative regulation of myeloid cell differentiation""","1","0","0","1","1",""
"GO:0051172","GO:0051172","""negative regulation of nitrogen compound metabolic process""","34","1","2.94","0.579463339721344","1","8629223"
"GO:0051784","GO:0051784","""negative regulation of nuclear division""","1","0","0","1","1",""
"GO:1903507","GO:1903507","""negative regulation of nucleic acid-templated transcription""","13","0","0","1","1",""
"GO:0045934","GO:0045934","""negative regulation of nucleobase-containing compound metabolic process""","14","0","0","1","1",""
"GO:0010639","GO:0010639","""negative regulation of organelle organization""","26","0","0","1","1",""
"GO:0010466","GO:0010466","""negative regulation of peptidase activity""","6","0","0","1","1",""
"GO:0050765","GO:0050765","""negative regulation of phagocytosis""","12","0","0","1","1",""
"GO:0045936","GO:0045936","""negative regulation of phosphate metabolic process""","1","0","0","1","1",""
"GO:1900275","GO:1900275","""negative regulation of phospholipase C activity""","2","0","0","1","1",""
"GO:0010519","GO:0010519","""negative regulation of phospholipase activity""","2","0","0","1","1",""
"GO:0010563","GO:0010563","""negative regulation of phosphorus metabolic process""","1","0","0","1","1",""
"GO:0042326","GO:0042326","""negative regulation of phosphorylation""","1","0","0","1","1",""
"GO:0048550","GO:0048550","""negative regulation of pinocytosis""","3","0","0","1","1",""
"GO:0043069","GO:0043069","""negative regulation of programmed cell death""","1","0","0","1","1",""
"GO:0032091","GO:0032091","""negative regulation of protein binding""","1","0","0","1","1",""
"GO:1901880","GO:1901880","""negative regulation of protein depolymerization""","9","0","0","1","1",""
"GO:0006469","GO:0006469","""negative regulation of protein kinase activity""","1","0","0","1","1",""
"GO:0051248","GO:0051248","""negative regulation of protein metabolic process""","19","1","5.26","0.383379798872689","1","8629223"
"GO:0031400","GO:0031400","""negative regulation of protein modification process""","1","0","0","1","1",""
"GO:0001933","GO:0001933","""negative regulation of protein phosphorylation""","1","0","0","1","1",""
"GO:0032272","GO:0032272","""negative regulation of protein polymerization""","18","0","0","1","1",""
"GO:0050709","GO:0050709","""negative regulation of protein secretion""","1","0","0","1","1",""
"GO:0071901","GO:0071901","""negative regulation of protein serine/threonine kinase activity""","1","0","0","1","1",""
"GO:0051224","GO:0051224","""negative regulation of protein transport""","1","0","0","1","1",""
"GO:0031333","GO:0031333","""negative regulation of protein-containing complex assembly""","18","0","0","1","1",""
"GO:0043242","GO:0043242","""negative regulation of protein-containing complex disassembly""","9","0","0","1","1",""
"GO:0045861","GO:0045861","""negative regulation of proteolysis""","8","0","0","1","1",""
"GO:1904985","GO:1904985","""negative regulation of quinolinate biosynthetic process""","1","0","0","1","1",""
"GO:1904893","GO:1904893","""negative regulation of receptor signaling pathway via STAT""","1","0","0","1","1",""
"GO:0032105","GO:0032105","""negative regulation of response to extracellular stimulus""","6","1","16.67","0.141467629924622","1","8627992"
"GO:0032108","GO:0032108","""negative regulation of response to nutrient levels""","6","1","16.67","0.141467629924622","1","8627992"
"GO:0051283","GO:0051283","""negative regulation of sequestering of calcium ion""","7","1","14.29","0.163029545497725","1","8626571"
"GO:0033046","GO:0033046","""negative regulation of sister chromatid segregation""","1","0","0","1","1",""
"GO:0051058","GO:0051058","""negative regulation of small GTPase mediated signal transduction""","5","0","0","1","1",""
"GO:0062014","GO:0062014","""negative regulation of small molecule metabolic process""","1","0","0","1","1",""
"GO:1904360","GO:1904360","""negative regulation of spore germination""","1","0","0","1","1",""
"GO:0042174","GO:0042174","""negative regulation of sporulation resulting in formation of a cellular spore""","1","0","0","1","1",""
"GO:0043939","GO:0043939","""negative regulation of sporulation""","1","0","0","1","1",""
"GO:1900025","GO:1900025","""negative regulation of substrate adhesion-dependent cell spreading""","1","0","0","1","1",""
"GO:1902904","GO:1902904","""negative regulation of supramolecular fiber organization""","23","0","0","1","1",""
"GO:0000122","GO:0000122","""negative regulation of transcription by RNA polymerase II""","6","0","0","1","1",""
"GO:0016480","GO:0016480","""negative regulation of transcription by RNA polymerase III""","1","0","0","1","1",""
"GO:0051348","GO:0051348","""negative regulation of transferase activity""","1","0","0","1","1",""
"GO:0030512","GO:0030512","""negative regulation of transforming growth factor beta receptor signaling pathway""","1","0","0","1","1",""
"GO:0017148","GO:0017148","""negative regulation of translation""","9","0","0","1","1",""
"GO:0045900","GO:0045900","""negative regulation of translational elongation""","2","0","0","1","1",""
"GO:0045947","GO:0045947","""negative regulation of translational initiation""","1","0","0","1","1",""
"GO:0090101","GO:0090101","""negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway""","1","0","0","1","1",""
"GO:0051051","GO:0051051","""negative regulation of transport""","17","1","5.88","0.351141018732723","1","8629014"
"GO:0031339","GO:0031339","""negative regulation of vesicle fusion""","1","0","0","1","1",""
"GO:0046460","GO:0046460","""neutral lipid biosynthetic process""","2","0","0","1","1",""
"GO:0006638","GO:0006638","""neutral lipid metabolic process""","3","0","0","1","1",""
"GO:0019359","GO:0019359","""nicotinamide nucleotide biosynthetic process""","6","0","0","1","1",""
"GO:0046496","GO:0046496","""nicotinamide nucleotide metabolic process""","14","0","0","1","1",""
"GO:0006807","GO:0006807","""nitrogen compound metabolic process""","1471","30","2.04","0.922431572898258","1","8615885,8616467,8616702,8617326,8617905,8618840,8620128,8620200,8620218,8621274,8621351,8621587,8621778,8621915,8622055,8622088,8622433,8623300,8623323,8624257,8624665,8625237,8625405,8625523,8626255,8627397,8627992,8628031,8628117,8629223"
"GO:0071705","GO:0071705","""nitrogen compound transport""","216","0","0","1","1",""
"GO:0140694","GO:0140694","""non-membrane-bounded organelle assembly""","14","0","0","1","1",""
"GO:0019184","GO:0019184","""nonribosomal peptide biosynthetic process""","2","0","0","1","1",""
"GO:0098813","GO:0098813","""nuclear chromosome segregation""","13","0","0","1","1",""
"GO:0000280","GO:0000280","""nuclear division""","18","0","0","1","1",""
"GO:0006998","GO:0006998","""nuclear envelope organization""","2","0","0","1","1",""
"GO:0051168","GO:0051168","""nuclear export""","16","0","0","1","1",""
"GO:0051292","GO:0051292","""nuclear pore complex assembly""","1","0","0","1","1",""
"GO:0006999","GO:0006999","""nuclear pore organization""","1","0","0","1","1",""
"GO:0051169","GO:0051169","""nuclear transport""","31","0","0","1","1",""
"GO:0000288","GO:0000288","""nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay""","3","0","0","1","1",""
"GO:0000184","GO:0000184","""nuclear-transcribed mRNA catabolic process, nonsense-mediated decay""","5","0","0","1","1",""
"GO:0000956","GO:0000956","""nuclear-transcribed mRNA catabolic process""","10","0","0","1","1",""
"GO:0000289","GO:0000289","""nuclear-transcribed mRNA poly(A) tail shortening""","1","0","0","1","1",""
"GO:0090304","GO:0090304","""nucleic acid metabolic process""","522","8","1.53","0.957108947081414","1","8617326,8621587,8622088,8623323,8624665,8626255,8627992,8628117"
"GO:0090305","GO:0090305","""nucleic acid phosphodiester bond hydrolysis""","51","0","0","1","1",""
"GO:0050657","GO:0050657","""nucleic acid transport""","13","0","0","1","1",""
"GO:0097659","GO:0097659","""nucleic acid-templated transcription""","178","4","2.25","0.658607881914099","1","8622088,8626255,8627992,8628117"
"GO:0046112","GO:0046112","""nucleobase biosynthetic process""","10","0","0","1","1",""
"GO:0046113","GO:0046113","""nucleobase catabolic process""","5","0","0","1","1",""
"GO:0009112","GO:0009112","""nucleobase metabolic process""","21","0","0","1","1",""
"GO:0034654","GO:0034654","""nucleobase-containing compound biosynthetic process""","264","6","2.27","0.656387480205715","1","8622088,8623323,8626255,8627992,8628117,8629223"
"GO:0034655","GO:0034655","""nucleobase-containing compound catabolic process""","27","0","0","1","1",""
"GO:0006139","GO:0006139","""nucleobase-containing compound metabolic process""","647","13","2.01","0.838838098107696","1","8616467,8617326,8621274,8621351,8621587,8622088,8623323,8624665,8626255,8627397,8627992,8628117,8629223"
"GO:0015931","GO:0015931","""nucleobase-containing compound transport""","24","0","0","1","1",""
"GO:0034404","GO:0034404","""nucleobase-containing small molecule biosynthetic process""","6","0","0","1","1",""
"GO:0034656","GO:0034656","""nucleobase-containing small molecule catabolic process""","3","0","0","1","1",""
"GO:0055086","GO:0055086","""nucleobase-containing small molecule metabolic process""","125","5","4","0.20469780587323","1","8616467,8621274,8621351,8627397,8629223"
"GO:0006913","GO:0006913","""nucleocytoplasmic transport""","30","0","0","1","1",""
"GO:0009163","GO:0009163","""nucleoside biosynthetic process""","6","0","0","1","1",""
"GO:0033866","GO:0033866","""nucleoside bisphosphate biosynthetic process""","7","0","0","1","1",""
"GO:0033865","GO:0033865","""nucleoside bisphosphate metabolic process""","15","1","6.67","0.317227506923575","1","8621351"
"GO:0009164","GO:0009164","""nucleoside catabolic process""","3","0","0","1","1",""
"GO:0009133","GO:0009133","""nucleoside diphosphate biosynthetic process""","3","0","0","1","1",""
"GO:0009132","GO:0009132","""nucleoside diphosphate metabolic process""","21","1","4.76","0.414026067276117","1","8616467"
"GO:0006165","GO:0006165","""nucleoside diphosphate phosphorylation""","18","1","5.56","0.367464515116806","1","8616467"
"GO:0009116","GO:0009116","""nucleoside metabolic process""","11","0","0","1","1",""
"GO:0009124","GO:0009124","""nucleoside monophosphate biosynthetic process""","27","0","0","1","1",""
"GO:0009123","GO:0009123","""nucleoside monophosphate metabolic process""","32","0","0","1","1",""
"GO:0046940","GO:0046940","""nucleoside monophosphate phosphorylation""","5","0","0","1","1",""
"GO:1901293","GO:1901293","""nucleoside phosphate biosynthetic process""","66","1","1.52","0.814684212076317","1","8629223"
"GO:1901292","GO:1901292","""nucleoside phosphate catabolic process""","4","0","0","1","1",""
"GO:0006753","GO:0006753","""nucleoside phosphate metabolic process""","103","3","2.91","0.480665481015778","1","8616467,8621351,8629223"
"GO:0043174","GO:0043174","""nucleoside salvage""","5","0","0","1","1",""
"GO:0009142","GO:0009142","""nucleoside triphosphate biosynthetic process""","12","0","0","1","1",""
"GO:0009143","GO:0009143","""nucleoside triphosphate catabolic process""","2","0","0","1","1",""
"GO:0009141","GO:0009141","""nucleoside triphosphate metabolic process""","33","1","3.03","0.568583388264379","1","8616467"
"GO:0009165","GO:0009165","""nucleotide biosynthetic process""","64","1","1.56","0.804922216129051","1","8629223"
"GO:0009166","GO:0009166","""nucleotide catabolic process""","3","0","0","1","1",""
"GO:0009117","GO:0009117","""nucleotide metabolic process""","101","3","2.97","0.467698293446517","1","8616467,8621351,8629223"
"GO:0046939","GO:0046939","""nucleotide phosphorylation""","18","1","5.56","0.367464515116806","1","8616467"
"GO:0043173","GO:0043173","""nucleotide salvage""","10","0","0","1","1",""
"GO:1901679","GO:1901679","""nucleotide transmembrane transport""","6","0","0","1","1",""
"GO:0006862","GO:0006862","""nucleotide transport""","11","0","0","1","1",""
"GO:0006296","GO:0006296","""nucleotide-excision repair, DNA incision, 5'-to lesion""","1","0","0","1","1",""
"GO:0033683","GO:0033683","""nucleotide-excision repair, DNA incision""","1","0","0","1","1",""
"GO:0006289","GO:0006289","""nucleotide-excision repair""","13","0","0","1","1",""
"GO:0009226","GO:0009226","""nucleotide-sugar biosynthetic process""","7","0","0","1","1",""
"GO:0006997","GO:0006997","""nucleus organization""","10","0","0","1","1",""
"GO:0120254","GO:0120254","""olefinic compound metabolic process""","2","0","0","1","1",""
"GO:0035672","GO:0035672","""oligopeptide transmembrane transport""","1","0","0","1","1",""
"GO:0006857","GO:0006857","""oligopeptide transport""","1","0","0","1","1",""
"GO:0009312","GO:0009312","""oligosaccharide biosynthetic process""","2","0","0","1","1",""
"GO:0009311","GO:0009311","""oligosaccharide metabolic process""","2","0","0","1","1",""
"GO:0006490","GO:0006490","""oligosaccharide-lipid intermediate biosynthetic process""","7","0","0","1","1",""
"GO:0006730","GO:0006730","""one-carbon metabolic process""","6","1","16.67","0.141467629924622","1","8628031"
"GO:0070925","GO:0070925","""organelle assembly""","25","1","4","0.470850079095178","1","8621274"
"GO:1903008","GO:1903008","""organelle disassembly""","1","0","0","1","1",""
"GO:0048285","GO:0048285","""organelle fission""","22","0","0","1","1",""
"GO:0048284","GO:0048284","""organelle fusion""","15","0","0","1","1",""
"GO:0140056","GO:0140056","""organelle localization by membrane tethering""","3","0","0","1","1",""
"GO:0051640","GO:0051640","""organelle localization""","20","0","0","1","1",""
"GO:0090174","GO:0090174","""organelle membrane fusion""","10","0","0","1","1",""
"GO:0006996","GO:0006996","""organelle organization""","349","10","2.87","0.37917654966903","1","8616670,8617301,8618665,8620083,8621274,8623482,8626671,8627224,8629014,8629223"
"GO:0072384","GO:0072384","""organelle transport along microtubule""","4","0","0","1","1",""
"GO:0016053","GO:0016053","""organic acid biosynthetic process""","91","3","3.3","0.400977752458603","1","8620200,8622055,8623273"
"GO:1903825","GO:1903825","""organic acid transmembrane transport""","9","0","0","1","1",""
"GO:0015849","GO:0015849","""organic acid transport""","11","0","0","1","1",""
"GO:0015711","GO:0015711","""organic anion transport""","17","0","0","1","1",""
"GO:0015695","GO:0015695","""organic cation transport""","1","0","0","1","1",""
"GO:1901362","GO:1901362","""organic cyclic compound biosynthetic process""","312","7","2.24","0.67390183322752","1","8621351,8622088,8623323,8626255,8627992,8628117,8629223"
"GO:1901361","GO:1901361","""organic cyclic compound catabolic process""","46","0","0","1","1",""
"GO:1901360","GO:1901360","""organic cyclic compound metabolic process""","708","13","1.84","0.914800177380179","1","8616467,8617326,8621274,8621351,8621587,8622088,8623323,8624665,8626255,8627397,8627992,8628117,8629223"
"GO:1901617","GO:1901617","""organic hydroxy compound biosynthetic process""","30","1","3.33","0.534236440291052","1","8621351"
"GO:1901616","GO:1901616","""organic hydroxy compound catabolic process""","5","0","0","1","1",""
"GO:1901615","GO:1901615","""organic hydroxy compound metabolic process""","48","2","4.17","0.34013333415656","1","8621351,8629462"
"GO:0015850","GO:0015850","""organic hydroxy compound transport""","13","1","7.69","0.281552826115248","1","8617375"
"GO:1901576","GO:1901576","""organic substance biosynthetic process""","678","19","2.8","0.339668611038073","1","8616702,8617212,8620200,8620218,8621274,8621351,8621587,8621778,8622055,8622088,8623273,8623323,8624665,8625405,8626255,8627992,8628031,8628117,8629223"
"GO:1901575","GO:1901575","""organic substance catabolic process""","225","6","2.67","0.499112499498887","1","8616467,8618840,8622433,8623081,8625523,8625750"
"GO:0071704","GO:0071704","""organic substance metabolic process""","1717","42","2.45","0.60709662815129","1","8615885,8616467,8616702,8617212,8617326,8617905,8618840,8619881,8620128,8620200,8620218,8620371,8620966,8621274,8621351,8621587,8621778,8621915,8622055,8622088,8622433,8623081,8623273,8623300,8623323,8624257,8624635,8624665,8625237,8625405,8625523,8625750,8626020,8626255,8626513,8627397,8627992,8628031,8628117,8629083,8629223,8629462"
"GO:0071702","GO:0071702","""organic substance transport""","258","1","0.39","0.998757236922166","1","8617375"
"GO:1901566","GO:1901566","""organonitrogen compound biosynthetic process""","345","9","2.61","0.50182593001271","1","8616702,8620200,8620218,8621587,8621778,8622055,8624665,8625405,8629223"
"GO:1901565","GO:1901565","""organonitrogen compound catabolic process""","148","3","2.03","0.723793798029423","1","8618840,8622433,8625523"
"GO:1901564","GO:1901564","""organonitrogen compound metabolic process""","1011","22","2.18","0.799339021861789","1","8615885,8616467,8616702,8617905,8618840,8620128,8620200,8620218,8621351,8621587,8621778,8621915,8622055,8622433,8623300,8624257,8624665,8625237,8625405,8625523,8628031,8629223"
"GO:0090407","GO:0090407","""organophosphate biosynthetic process""","122","2","1.64","0.816295645717807","1","8621351,8629223"
"GO:0046434","GO:0046434","""organophosphate catabolic process""","19","0","0","1","1",""
"GO:0015748","GO:0015748","""organophosphate ester transport""","15","0","0","1","1",""
"GO:0019637","GO:0019637","""organophosphate metabolic process""","187","3","1.6","0.854227063891584","1","8616467,8621351,8629223"
"GO:0006592","GO:0006592","""ornithine biosynthetic process""","1","0","0","1","1",""
"GO:0006591","GO:0006591","""ornithine metabolic process""","3","0","0","1","1",""
"GO:0140676","GO:0140676","""oscillatory cAMP signaling""","1","0","0","1","1",""
"GO:0007231","GO:0007231","""osmosensory signaling pathway""","4","0","0","1","1",""
"GO:0007234","GO:0007234","""osmosensory signaling via phosphorelay pathway""","1","0","0","1","1",""
"GO:0007008","GO:0007008","""outer mitochondrial membrane organization""","2","0","0","1","1",""
"GO:0015729","GO:0015729","""oxaloacetate transport""","2","0","0","1","1",""
"GO:1902356","GO:1902356","""oxaloacetate(2-) transmembrane transport""","1","0","0","1","1",""
"GO:0070407","GO:0070407","""oxidation-dependent protein catabolic process""","1","0","0","1","1",""
"GO:0006119","GO:0006119","""oxidative phosphorylation""","10","0","0","1","1",""
"GO:0072592","GO:0072592","""oxygen metabolic process""","1","0","0","1","1",""
"GO:0015671","GO:0015671","""oxygen transport""","2","0","0","1","1",""
"GO:0015940","GO:0015940","""pantothenate biosynthetic process""","1","0","0","1","1",""
"GO:0015939","GO:0015939","""pantothenate metabolic process""","1","0","0","1","1",""
"GO:0030046","GO:0030046","""parallel actin filament bundle assembly""","1","0","0","1","1",""
"GO:0002221","GO:0002221","""pattern recognition receptor signaling pathway""","1","0","0","1","1",""
"GO:0007389","GO:0007389","""pattern specification process""","1","0","0","1","1",""
"GO:0019323","GO:0019323","""pentose catabolic process""","1","0","0","1","1",""
"GO:0019321","GO:0019321","""pentose metabolic process""","1","0","0","1","1",""
"GO:0009052","GO:0009052","""pentose-phosphate shunt, non-oxidative branch""","1","0","0","1","1",""
"GO:0006098","GO:0006098","""pentose-phosphate shunt""","7","0","0","1","1",""
"GO:0043043","GO:0043043","""peptide biosynthetic process""","177","5","2.82","0.458879935623601","1","8620218,8621587,8621778,8624665,8625405"
"GO:0043171","GO:0043171","""peptide catabolic process""","2","0","0","1","1",""
"GO:0006518","GO:0006518","""peptide metabolic process""","184","5","2.72","0.49299776761278","1","8620218,8621587,8621778,8624665,8625405"
"GO:0015833","GO:0015833","""peptide transport""","1","0","0","1","1",""
"GO:0009253","GO:0009253","""peptidoglycan catabolic process""","12","0","0","1","1",""
"GO:0000270","GO:0000270","""peptidoglycan metabolic process""","12","0","0","1","1",""
"GO:0018193","GO:0018193","""peptidyl-amino acid modification""","79","0","0","1","1",""
"GO:0035246","GO:0035246","""peptidyl-arginine N-methylation""","1","0","0","1","1",""
"GO:0018216","GO:0018216","""peptidyl-arginine methylation""","4","0","0","1","1",""
"GO:0018195","GO:0018195","""peptidyl-arginine modification""","4","0","0","1","1",""
"GO:0018198","GO:0018198","""peptidyl-cysteine modification""","1","0","0","1","1",""
"GO:0017183","GO:0017183","""peptidyl-diphthamide biosynthetic process from peptidyl-histidine""","6","0","0","1","1",""
"GO:0017182","GO:0017182","""peptidyl-diphthamide metabolic process""","6","0","0","1","1",""
"GO:0017187","GO:0017187","""peptidyl-glutamic acid carboxylation""","1","0","0","1","1",""
"GO:0018200","GO:0018200","""peptidyl-glutamic acid modification""","1","0","0","1","1",""
"GO:0018199","GO:0018199","""peptidyl-glutamine modification""","1","0","0","1","1",""
"GO:0018021","GO:0018021","""peptidyl-histidine methylation""","1","0","0","1","1",""
"GO:0018202","GO:0018202","""peptidyl-histidine modification""","20","0","0","1","1",""
"GO:0018106","GO:0018106","""peptidyl-histidine phosphorylation""","13","0","0","1","1",""
"GO:0018394","GO:0018394","""peptidyl-lysine acetylation""","4","0","0","1","1",""
"GO:0018022","GO:0018022","""peptidyl-lysine methylation""","5","0","0","1","1",""
"GO:0008612","GO:0008612","""peptidyl-lysine modification to peptidyl-hypusine""","2","0","0","1","1",""
"GO:0018205","GO:0018205","""peptidyl-lysine modification""","14","0","0","1","1",""
"GO:0018026","GO:0018026","""peptidyl-lysine monomethylation""","1","0","0","1","1",""
"GO:0018206","GO:0018206","""peptidyl-methionine modification""","2","0","0","1","1",""
"GO:0018401","GO:0018401","""peptidyl-proline hydroxylation to 4-hydroxy-L-proline""","1","0","0","1","1",""
"GO:0019511","GO:0019511","""peptidyl-proline hydroxylation""","1","0","0","1","1",""
"GO:0018208","GO:0018208","""peptidyl-proline modification""","9","0","0","1","1",""
"GO:0017186","GO:0017186","""peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase""","1","0","0","1","1",""
"GO:0018160","GO:0018160","""peptidyl-pyrromethane cofactor linkage""","1","0","0","1","1",""
"GO:0036289","GO:0036289","""peptidyl-serine autophosphorylation""","1","0","0","1","1",""
"GO:0018209","GO:0018209","""peptidyl-serine modification""","2","0","0","1","1",""
"GO:0018105","GO:0018105","""peptidyl-serine phosphorylation""","1","0","0","1","1",""
"GO:1990443","GO:1990443","""peptidyl-threonine autophosphorylation""","1","0","0","1","1",""
"GO:0018210","GO:0018210","""peptidyl-threonine modification""","1","0","0","1","1",""
"GO:0018107","GO:0018107","""peptidyl-threonine phosphorylation""","1","0","0","1","1",""
"GO:0038083","GO:0038083","""peptidyl-tyrosine autophosphorylation""","1","0","0","1","1",""
"GO:0018212","GO:0018212","""peptidyl-tyrosine modification""","26","0","0","1","1",""
"GO:0018108","GO:0018108","""peptidyl-tyrosine phosphorylation""","26","0","0","1","1",""
"GO:0015919","GO:0015919","""peroxisomal membrane transport""","8","0","0","1","1",""
"GO:0043574","GO:0043574","""peroxisomal transport""","11","0","0","1","1",""
"GO:0016559","GO:0016559","""peroxisome fission""","1","0","0","1","1",""
"GO:0060151","GO:0060151","""peroxisome localization""","1","0","0","1","1",""
"GO:0007031","GO:0007031","""peroxisome organization""","15","0","0","1","1",""
"GO:0006911","GO:0006911","""phagocytosis, engulfment""","14","0","0","1","1",""
"GO:0006910","GO:0006910","""phagocytosis, recognition""","3","0","0","1","1",""
"GO:0006909","GO:0006909","""phagocytosis""","118","5","4.24","0.174363255454801","1","8616670,8617301,8626671,8627224,8629223"
"GO:0001845","GO:0001845","""phagolysosome assembly""","5","0","0","1","1",""
"GO:0090383","GO:0090383","""phagosome acidification""","3","0","0","1","1",""
"GO:0090382","GO:0090382","""phagosome maturation""","20","0","0","1","1",""
"GO:0044655","GO:0044655","""phagosome reneutralization""","3","0","0","1","1",""
"GO:0046189","GO:0046189","""phenol-containing compound biosynthetic process""","1","0","0","1","1",""
"GO:0018958","GO:0018958","""phenol-containing compound metabolic process""","2","0","0","1","1",""
"GO:0006432","GO:0006432","""phenylalanyl-tRNA aminoacylation""","1","0","0","1","1",""
"GO:0009698","GO:0009698","""phenylpropanoid metabolic process""","3","0","0","1","1",""
"GO:0055062","GO:0055062","""phosphate ion homeostasis""","1","0","0","1","1",""
"GO:0035435","GO:0035435","""phosphate ion transmembrane transport""","6","0","0","1","1",""
"GO:0006817","GO:0006817","""phosphate ion transport""","7","0","0","1","1",""
"GO:0006796","GO:0006796","""phosphate-containing compound metabolic process""","511","8","1.57","0.949801272745996","1","8615885,8616467,8617905,8621351,8622126,8623300,8625237,8629223"
"GO:0006654","GO:0006654","""phosphatidic acid biosynthetic process""","1","0","0","1","1",""
"GO:0046473","GO:0046473","""phosphatidic acid metabolic process""","1","0","0","1","1",""
"GO:0006656","GO:0006656","""phosphatidylcholine biosynthetic process""","2","0","0","1","1",""
"GO:0046470","GO:0046470","""phosphatidylcholine metabolic process""","2","0","0","1","1",""
"GO:0006646","GO:0006646","""phosphatidylethanolamine biosynthetic process""","6","0","0","1","1",""
"GO:0046338","GO:0046338","""phosphatidylethanolamine catabolic process""","7","0","0","1","1",""
"GO:0046337","GO:0046337","""phosphatidylethanolamine metabolic process""","13","0","0","1","1",""
"GO:0006655","GO:0006655","""phosphatidylglycerol biosynthetic process""","2","0","0","1","1",""
