Gene,Symbol,Synonyms,Description,Other IDs,Type of gene,Chromosome,Map location,Locus tag,Symbol from nomenclature authority,Full name from nomenclature authority,Nomenclature status,Other designations,Species,Taxonomy ID
DDB_G0275813,DDB_G0275813,"DDBDRAFT_0217667, DDB_0217667",hypothetical protein,dictyBase: DDB_G0275813,protein-coding,2,,DDB_G0275813,,,,[],44689,352472
DDB_G0275817,DDB_G0275817,"DDBDRAFT_0217669, DDBDRAFT_0252808, DDB_0217669, DDB_0252808",hypothetical protein,dictyBase: DDB_G0275817,protein-coding,2,,DDB_G0275817,,,,[],44689,352472
DDB_G0275819,DDB_G0275819,"DDBDRAFT_0217670, DDBDRAFT_0252809, DDB_0217670, DDB_0252809",hypothetical protein,dictyBase: DDB_G0275819,protein-coding,2,,DDB_G0275819,,,,[],44689,352472
DDB_G0275821,DDB_G0275821,"DDBDRAFT_0217671, DDB_0217671",hypothetical protein,dictyBase: DDB_G0275821,protein-coding,2,,DDB_G0275821,,,,[],44689,352472
DDB_G0275823,DDB_G0275823,"DDBDRAFT_0217673, DDB_0217673",hypothetical protein,dictyBase: DDB_G0275823,protein-coding,2,,DDB_G0275823,,,,[],44689,352472
DDB_G0275825,DDB_G0275825,"DDBDRAFT_0217674, DDBDRAFT_0235395, DDB_0217674, DDB_0235395",hypothetical protein,dictyBase: DDB_G0275825,protein-coding,2,,DDB_G0275825,,,,[],44689,352472
DDB_G0275827,DDB_G0275827,"DDBDRAFT_0217675, DDB_0217675",hypothetical protein,dictyBase: DDB_G0275827,protein-coding,2,,DDB_G0275827,,,,[],44689,352472
DDB_G0275829,DDB_G0275829,"DDBDRAFT_0217676, DDB_0217676",hypothetical protein,dictyBase: DDB_G0275829,protein-coding,2,,DDB_G0275829,,,,[],44689,352472
DDB_G0275831,DDB_G0275831,"DDBDRAFT_0217677, DDB_0217677",hypothetical protein,dictyBase: DDB_G0275831,protein-coding,2,,DDB_G0275831,,,,[],44689,352472
DDB_G0275835,DDB_G0275835,"DDBDRAFT_0217679, DDB_0217679",hypothetical protein,dictyBase: DDB_G0275835,protein-coding,2,,DDB_G0275835,,,,[],44689,352472
DDB_G0275847,DDB_G0275847,"DDBDRAFT_0217685, DDB_0217685",hypothetical protein,dictyBase: DDB_G0275847,protein-coding,2,,DDB_G0275847,,,,[],44689,352472
DDB_G0275855,DDB_G0275855,"DDBDRAFT_0217689, DDB_0217689",hypothetical protein,dictyBase: DDB_G0275855,protein-coding,2,,DDB_G0275855,,,,[],44689,352472
DDB_G0275861,DDB_G0275861,"DDBDRAFT_0217693, DDBDRAFT_0234042, DDB_0217693, DDB_0234042",hypothetical protein,dictyBase: DDB_G0275861,protein-coding,2,,DDB_G0275861,,,,[],44689,352472
DDB_G0275865,DDB_G0275865,"DDBDRAFT_0217695, DDB_0217695",hypothetical protein,dictyBase: DDB_G0275865,protein-coding,2,,DDB_G0275865,,,,[],44689,352472
DDB_G0275867,DDB_G0275867,"DDBDRAFT_0217696, DDB_0217696",hypothetical protein,dictyBase: DDB_G0275867,protein-coding,2,,DDB_G0275867,,,,[],44689,352472
DDB_G0275869,DDB_G0275869,"DDBDRAFT_0217698, DDB_0217698",hypothetical protein,dictyBase: DDB_G0275869,protein-coding,2,,DDB_G0275869,,,,[],44689,352472
DDB_G0275873,DDB_G0275873,"DDBDRAFT_0217700, DDB_0217700",hypothetical protein,dictyBase: DDB_G0275873,protein-coding,2,,DDB_G0275873,,,,[],44689,352472
DDB_G0275875,DDB_G0275875,"DDBDRAFT_0217701, DDB_0217701",hypothetical protein,dictyBase: DDB_G0275875,protein-coding,2,,DDB_G0275875,,,,[],44689,352472
DDB_G0275885,DDB_G0275885,"DDBDRAFT_0217706, DDB_0217706",hypothetical protein,dictyBase: DDB_G0275885,protein-coding,2,,DDB_G0275885,,,,[],44689,352472
DDB_G0275889,DDB_G0275889,"DDBDRAFT_0217708, DDB_0217708",hypothetical protein,dictyBase: DDB_G0275889,protein-coding,2,,DDB_G0275889,,,,[],44689,352472
DDB_G0275893,DDB_G0275893,"DDBDRAFT_0217710, DDB_0217710",hypothetical protein,dictyBase: DDB_G0275893,protein-coding,2,,DDB_G0275893,,,,[],44689,352472
DDB_G0275897,DDB_G0275897,"DDBDRAFT_0217712, DDB_0217712",hypothetical protein,dictyBase: DDB_G0275897,protein-coding,2,,DDB_G0275897,,,,[],44689,352472
DDB_G0275899,DDB_G0275899,"DDBDRAFT_0217713, DDB_0217713",hypothetical protein,dictyBase: DDB_G0275899,protein-coding,2,,DDB_G0275899,,,,[],44689,352472
DDB_G0275901,DDB_G0275901,"DDBDRAFT_0217714, DDB_0217714",hypothetical protein,dictyBase: DDB_G0275901,protein-coding,2,,DDB_G0275901,,,,[],44689,352472
DDB_G0275903,DDB_G0275903,"DDBDRAFT_0217715, DDB_0217715",hypothetical protein,dictyBase: DDB_G0275903,protein-coding,2,,DDB_G0275903,,,,[],44689,352472
DDB_G0275905,DDB_G0275905,"DDBDRAFT_0217716, DDB_0217716",hypothetical protein,dictyBase: DDB_G0275905,protein-coding,2,,DDB_G0275905,,,,[],44689,352472
DDB_G0275907,DDB_G0275907,"DDBDRAFT_0217717, DDB_0217717",hypothetical protein,dictyBase: DDB_G0275907,protein-coding,2,,DDB_G0275907,,,,[],44689,352472
DDB_G0275909,DDB_G0275909,"DDBDRAFT_0217718, DDB_0217718",hypothetical protein,dictyBase: DDB_G0275909,protein-coding,2,,DDB_G0275909,,,,[],44689,352472
DDB_G0275911,DDB_G0275911,"DDBDRAFT_0217719, DDB_0217719",hypothetical protein,dictyBase: DDB_G0275911,protein-coding,2,,DDB_G0275911,,,,[],44689,352472
DDB_G0275913,DDB_G0275913,"DDBDRAFT_0217720, DDB_0217720",hypothetical protein,dictyBase: DDB_G0275913,protein-coding,2,,DDB_G0275913,,,,[],44689,352472
DDB_G0275915,DDB_G0275915,"DDBDRAFT_0217721, DDB_0217721",hypothetical protein,dictyBase: DDB_G0275915,protein-coding,2,,DDB_G0275915,,,,[],44689,352472
DDB_G0275917,DDB_G0275917,"DDBDRAFT_0217722, DDB_0217722",hypothetical protein,dictyBase: DDB_G0275917,protein-coding,2,,DDB_G0275917,,,,[],44689,352472
DDB_G0275919,DDB_G0275919,"DDBDRAFT_0217723, DDB_0217723",hypothetical protein,dictyBase: DDB_G0275919,protein-coding,2,,DDB_G0275919,,,,[],44689,352472
DDB_G0275921,DDB_G0275921,"DDBDRAFT_0217725, DDB_0217725",hypothetical protein,dictyBase: DDB_G0275921,protein-coding,2,,DDB_G0275921,,,,[],44689,352472
DDB_G0275923,DDB_G0275923,"DDBDRAFT_0217726, DDB_0217726",hypothetical protein,dictyBase: DDB_G0275923,protein-coding,2,,DDB_G0275923,,,,[],44689,352472
DDB_G0275927,DDB_G0275927,"DDBDRAFT_0217728, DDB_0217728",hypothetical protein,dictyBase: DDB_G0275927,protein-coding,2,,DDB_G0275927,,,,[],44689,352472
DDB_G0275929,DDB_G0275929,"DDBDRAFT_0217729, DDB_0217729",hypothetical protein,dictyBase: DDB_G0275929,protein-coding,2,,DDB_G0275929,,,,[],44689,352472
DDB_G0275933,DDB_G0275933,"DDBDRAFT_0217731, DDB_0217731",hypothetical protein,dictyBase: DDB_G0275933,protein-coding,2,,DDB_G0275933,,,,[],44689,352472
DDB_G0275935,DDB_G0275935,"DDBDRAFT_0217732, DDB_0217732",hypothetical protein,dictyBase: DDB_G0275935,protein-coding,2,,DDB_G0275935,,,,[],44689,352472
DDB_G0275937,DDB_G0275937,"DDBDRAFT_0217733, DDB_0217733",hypothetical protein,dictyBase: DDB_G0275937,protein-coding,2,,DDB_G0275937,,,,[],44689,352472
DDB_G0275941,DDB_G0275941,"DDBDRAFT_0217736, DDB_0217736",hypothetical protein,dictyBase: DDB_G0275941,protein-coding,2,,DDB_G0275941,,,,[],44689,352472
DDB_G0275943,DDB_G0275943,"DDBDRAFT_0217737, DDB_0217737",hypothetical protein,dictyBase: DDB_G0275943,protein-coding,2,,DDB_G0275943,,,,[],44689,352472
DDB_G0275945,DDB_G0275945,"DDBDRAFT_0217738, DDB_0217738",hypothetical protein,dictyBase: DDB_G0275945,protein-coding,2,,DDB_G0275945,,,,[],44689,352472
DDB_G0275947,DDB_G0275947,"DDBDRAFT_0217739, DDB_0217739",hypothetical protein,dictyBase: DDB_G0275947,protein-coding,2,,DDB_G0275947,,,,[],44689,352472
DDB_G0275949,DDB_G0275949,"DDBDRAFT_0229793, DDB_0229793",hypothetical protein,dictyBase: DDB_G0275949,protein-coding,2,,DDB_G0275949,,,,[],44689,352472
DDB_G0275951,DDB_G0275951,"DDBDRAFT_0231293, DDB_0231293",hypothetical protein,dictyBase: DDB_G0275951,protein-coding,2,,DDB_G0275951,,,,[],44689,352472
DDB_G0275961,DDB_G0275961,"DDBDRAFT_0203528, DDB_0203528",hypothetical protein,dictyBase: DDB_G0275961,protein-coding,2,,DDB_G0275961,,,,[],44689,352472
DDB_G0275963,DDB_G0275963,"DDBDRAFT_0203529, DDB_0203529",hypothetical protein,dictyBase: DDB_G0275963,protein-coding,2,,DDB_G0275963,,,,[],44689,352472
DDB_G0275965,DDB_G0275965,"DDBDRAFT_0203530, DDB_0203530",hypothetical protein,dictyBase: DDB_G0275965,protein-coding,2,,DDB_G0275965,,,,[],44689,352472
DDB_G0275971,DDB_G0275971,"DDBDRAFT_0203538, DDB_0203538",hypothetical protein,dictyBase: DDB_G0275971,protein-coding,2,,DDB_G0275971,,,,[],44689,352472
DDB_G0275973,DDB_G0275973,"DDBDRAFT_0203539, DDB_0203539",hypothetical protein,dictyBase: DDB_G0275973,protein-coding,2,,DDB_G0275973,,,,[],44689,352472
DDB_G0275975,DDB_G0275975,"DDBDRAFT_0203541, DDBDRAFT_0304939, DDB_0203541, DDB_0304939",hypothetical protein,dictyBase: DDB_G0275975,protein-coding,2,,DDB_G0275975,,,,[],44689,352472
DDB_G0275977,DDB_G0275977,"DDBDRAFT_0203547, DDB_0203547",hypothetical protein,dictyBase: DDB_G0275977,protein-coding,2,,DDB_G0275977,,,,[],44689,352472
DDB_G0275979,thoc7,"DDBDRAFT_0203548, DDBDRAFT_0233570, DDB_0203548, DDB_0233570",hypothetical protein,dictyBase: DDB_G0275979,protein-coding,2,,DDB_G0275979,,,,[],44689,352472
DDB_G0275981,DDB_G0275981,"DDBDRAFT_0203550, DDBDRAFT_0235171, DDB_0203550, DDB_0235171",hypothetical protein,dictyBase: DDB_G0275981,protein-coding,2,,DDB_G0275981,,,,[],44689,352472
DDB_G0275983,DDB_G0275983,"DDBDRAFT_0203551, DDB_0203551",hypothetical protein,dictyBase: DDB_G0275983,protein-coding,2,,DDB_G0275983,,,,[],44689,352472
DDB_G0275991,DDB_G0275991,"DDBDRAFT_0203555, DDB_0203555",hypothetical protein,dictyBase: DDB_G0275991,protein-coding,2,,DDB_G0275991,,,,[],44689,352472
DDB_G0275993,DDB_G0275993,"DDBDRAFT_0217740, DDB_0217740",hypothetical protein,dictyBase: DDB_G0275993,protein-coding,2,,DDB_G0275993,,,,[],44689,352472
DDB_G0275995,DDB_G0275995,"DDBDRAFT_0217741, DDB_0217741",hypothetical protein,dictyBase: DDB_G0275995,protein-coding,2,,DDB_G0275995,,,,[],44689,352472
DDB_G0275997,DDB_G0275997,"DDBDRAFT_0217742, DDB_0217742",hypothetical protein,dictyBase: DDB_G0275997,protein-coding,2,,DDB_G0275997,,,,[],44689,352472
DDB_G0276001,DDB_G0276001,"DDBDRAFT_0217744, DDB_0217744",hypothetical protein,dictyBase: DDB_G0276001,protein-coding,2,,DDB_G0276001,,,,[],44689,352472
DDB_G0276005,DDB_G0276005,"DDBDRAFT_0217746, DDB_0217746",hypothetical protein,dictyBase: DDB_G0276005,protein-coding,2,,DDB_G0276005,,,,[],44689,352472
DDB_G0276009,DDB_G0276009,"DDBDRAFT_0217748, DDB_0217748",hypothetical protein,dictyBase: DDB_G0276009,protein-coding,2,,DDB_G0276009,,,,[],44689,352472
DDB_G0276011,DDB_G0276011,"DDBDRAFT_0217749, DDB_0217749",hypothetical protein,dictyBase: DDB_G0276011,protein-coding,2,,DDB_G0276011,,,,[],44689,352472
DDB_G0276015,DDB_G0276015,"DDBDRAFT_0217751, DDB_0217751",hypothetical protein,dictyBase: DDB_G0276015,protein-coding,2,,DDB_G0276015,,,,[],44689,352472
DDB_G0276017,DDB_G0276017,"DDBDRAFT_0217752, DDB_0217752",hypothetical protein,dictyBase: DDB_G0276017,protein-coding,2,,DDB_G0276017,,,,[],44689,352472
DDB_G0276021,DDB_G0276021,"DDBDRAFT_0217754, DDB_0217754",hypothetical protein,dictyBase: DDB_G0276021,protein-coding,2,,DDB_G0276021,,,,[],44689,352472
DDB_G0276029,DG1040,"DDBDRAFT_0169468, DDBDRAFT_0220028, DDB_0169468, DDB_0220028",hypothetical protein,dictyBase: DDB_G0276029,protein-coding,2,,DDB_G0276029,,,,[],44689,352472
DDB_G0276039,DDB_G0276039,"DDBDRAFT_0169442, DDB_0169442",hypothetical protein,dictyBase: DDB_G0276039,protein-coding,2,,DDB_G0276039,,,,[],44689,352472
DDB_G0276045,DDB_G0276045,"DDBDRAFT_0169449, DDB_0169449",hypothetical protein,dictyBase: DDB_G0276045,protein-coding,2,,DDB_G0276045,,,,[],44689,352472
DDB_G0276047,DDB_G0276047,"DDBDRAFT_0169450, DDB_0169450",hypothetical protein,dictyBase: DDB_G0276047,protein-coding,2,,DDB_G0276047,,,,[],44689,352472
DDB_G0276049,DDB_G0276049,"DDBDRAFT_0169451, DDBDRAFT_0304587, DDB_0169451, DDB_0304587",hypothetical protein,dictyBase: DDB_G0276049,protein-coding,2,,DDB_G0276049,,,,[],44689,352472
DDB_G0276051,DDB_G0276051,"DDBDRAFT_0169452, DDBDRAFT_0302583, DDB_0169452, DDB_0302583",hypothetical protein,dictyBase: DDB_G0276051,protein-coding,2,,DDB_G0276051,,,,[],44689,352472
DDB_G0276059,DDB_G0276059,"DDBDRAFT_0169456, DDB_0169456",hypothetical protein,dictyBase: DDB_G0276059,protein-coding,2,,DDB_G0276059,,,,[],44689,352472
DDB_G0276061,DDB_G0276061,"DDBDRAFT_0169458, DDB_0169458",hypothetical protein,dictyBase: DDB_G0276061,protein-coding,2,,DDB_G0276061,,,,[],44689,352472
DDB_G0276069,DDB_G0276069,"DDBDRAFT_0169466, DDBDRAFT_0232082, DDB_0169466, DDB_0232082",hypothetical protein,dictyBase: DDB_G0276069,protein-coding,2,,DDB_G0276069,,,,[],44689,352472
DDB_G0276075,DDB_G0276075,"DDBDRAFT_0169471, DDB_0169471",hypothetical protein,dictyBase: DDB_G0276075,protein-coding,2,,DDB_G0276075,,,,[],44689,352472
DDB_G0276081,DDB_G0276081,"DDBDRAFT_0169474, DDB_0169474",hypothetical protein,dictyBase: DDB_G0276081,protein-coding,2,,DDB_G0276081,,,,[],44689,352472
DDB_G0276085,DDB_G0276085,"DDBDRAFT_0169488, DDB_0169488",hypothetical protein,dictyBase: DDB_G0276085,protein-coding,2,,DDB_G0276085,,,,[],44689,352472
DDB_G0276087,DDB_G0276087,"DDBDRAFT_0169489, DDB_0169489",hypothetical protein,dictyBase: DDB_G0276087,protein-coding,2,,DDB_G0276087,,,,[],44689,352472
DDB_G0276089,DDB_G0276089,"DDBDRAFT_0169491, DDB_0169491",hypothetical protein,dictyBase: DDB_G0276089,protein-coding,2,,DDB_G0276089,,,,[],44689,352472
DDB_G0276091,DDB_G0276091,"DDBDRAFT_0169492, DDB_0169492",hypothetical protein,dictyBase: DDB_G0276091,protein-coding,2,,DDB_G0276091,,,,[],44689,352472
DDB_G0276093,DDB_G0276093,"DDBDRAFT_0169494, DDB_0169494",hypothetical protein,dictyBase: DDB_G0276093,protein-coding,2,,DDB_G0276093,,,,[],44689,352472
DDB_G0276095,DDB_G0276095,"DDBDRAFT_0169496, DDBDRAFT_0233372, DDB_0169496, DDB_0233372",hypothetical protein,dictyBase: DDB_G0276095,protein-coding,2,,DDB_G0276095,,,,[],44689,352472
DDB_G0276097,DDB_G0276097,"DDBDRAFT_0169498, DDBDRAFT_0233370, DDB_0169498, DDB_0233370",hypothetical protein,dictyBase: DDB_G0276097,protein-coding,2,,DDB_G0276097,,,,[],44689,352472
DDB_G0276099,DDB_G0276099,"DDBDRAFT_0169499, DDBDRAFT_0233261, DDB_0169499, DDB_0233261",hypothetical protein,dictyBase: DDB_G0276099,protein-coding,2,,DDB_G0276099,,,,[],44689,352472
DDB_G0276107,DDB_G0276107,"DDBDRAFT_0169507, DDB_0169507",hypothetical protein,dictyBase: DDB_G0276107,protein-coding,2,,DDB_G0276107,,,,[],44689,352472
DDB_G0276109,DDB_G0276109,"DDBDRAFT_0169513, DDB_0169513",hypothetical protein,dictyBase: DDB_G0276109,protein-coding,2,,DDB_G0276109,,,,[],44689,352472
DDB_G0276111,DDB_G0276111,"DDBDRAFT_0169514, DDB_0169514",hypothetical protein,dictyBase: DDB_G0276111,protein-coding,2,,DDB_G0276111,,,,[],44689,352472
DDB_G0276113,DDB_G0276113,"DDBDRAFT_0169515, DDB_0169515",hypothetical protein,dictyBase: DDB_G0276113,protein-coding,2,,DDB_G0276113,,,,[],44689,352472
DDB_G0276117,DDB_G0276117,"DDBDRAFT_0169519, DDB_0169519",hypothetical protein,dictyBase: DDB_G0276117,protein-coding,2,,DDB_G0276117,,,,[],44689,352472
DDB_G0276121,DDB_G0276121,"DDBDRAFT_0169521, DDB_0169521",hypothetical protein,dictyBase: DDB_G0276121,protein-coding,2,,DDB_G0276121,,,,[],44689,352472
DDB_G0276123,DDB_G0276123,"DDBDRAFT_0169522, DDB_0169522",hypothetical protein,dictyBase: DDB_G0276123,protein-coding,2,,DDB_G0276123,,,,[],44689,352472
DDB_G0276125,DDB_G0276125,"DDBDRAFT_0169523, DDB_0169523",hypothetical protein,dictyBase: DDB_G0276125,protein-coding,2,,DDB_G0276125,,,,[],44689,352472
DDB_G0276127,DDB_G0276127,"DDBDRAFT_0169524, DDB_0169524",hypothetical protein,dictyBase: DDB_G0276127,protein-coding,2,,DDB_G0276127,,,,[],44689,352472
DDB_G0276131,DDB_G0276131,"DDBDRAFT_0169526, DDBDRAFT_0233286, DDB_0169526, DDB_0233286",hypothetical protein,dictyBase: DDB_G0276131,protein-coding,2,,DDB_G0276131,,,,[],44689,352472
DDB_G0276133,DDB_G0276133,"DDBDRAFT_0169527, DDB_0169527",hypothetical protein,dictyBase: DDB_G0276133,protein-coding,2,,DDB_G0276133,,,,[],44689,352472
DDB_G0276135,DDB_G0276135,"DDBDRAFT_0169528, DDB_0169528",hypothetical protein,dictyBase: DDB_G0276135,protein-coding,2,,DDB_G0276135,,,,[],44689,352472
DDB_G0276139,DDB_G0276139,"DDBDRAFT_0169532, DDB_0169532",hypothetical protein,dictyBase: DDB_G0276139,protein-coding,2,,DDB_G0276139,,,,[],44689,352472
DDB_G0276145,DDB_G0276145,"DDBDRAFT_0169441, DDB_0169441",hypothetical protein,dictyBase: DDB_G0276145,protein-coding,2,,DDB_G0276145,,,,[],44689,352472
DDB_G0276147,DDB_G0276147,"DDBDRAFT_0169480, DDB_0169480",hypothetical protein,dictyBase: DDB_G0276147,protein-coding,2,,DDB_G0276147,,,,[],44689,352472
DDB_G0276151,DDB_G0276151,"DDBDRAFT_0169484, DDB_0169484",hypothetical protein,dictyBase: DDB_G0276151,protein-coding,2,,DDB_G0276151,,,,[],44689,352472
DDB_G0276161,DDB_G0276161,"DDBDRAFT_0169533, DDB_0169533",hypothetical protein,dictyBase: DDB_G0276161,protein-coding,2,,DDB_G0276161,,,,[],44689,352472
DDB_G0276165,DDB_G0276165,"DDBDRAFT_0203473, DDBDRAFT_0231646, DDB_0203473, DDB_0231646",hypothetical protein,dictyBase: DDB_G0276165,protein-coding,2,,DDB_G0276165,,,,[],44689,352472
DDB_G0276167,DDB_G0276167,"DDBDRAFT_0203480, DDB_0203480",hypothetical protein,dictyBase: DDB_G0276167,protein-coding,2,,DDB_G0276167,,,,[],44689,352472
DDB_G0276171,DDB_G0276171,"DDBDRAFT_0203485, DDB_0203485",hypothetical protein,dictyBase: DDB_G0276171,protein-coding,2,,DDB_G0276171,,,,[],44689,352472
DDB_G0276173,DDB_G0276173,"DDBDRAFT_0203488, DDB_0203488",hypothetical protein,dictyBase: DDB_G0276173,protein-coding,2,,DDB_G0276173,,,,[],44689,352472
DDB_G0276179,DDB_G0276179,"DDBDRAFT_0203492, DDBDRAFT_0302595, DDB_0203492, DDB_0302595",hypothetical protein,dictyBase: DDB_G0276179,protein-coding,2,,DDB_G0276179,,,,[],44689,352472
DDB_G0276183,DDB_G0276183,"DDBDRAFT_0203496, DDB_0203496",hypothetical protein,dictyBase: DDB_G0276183,protein-coding,2,,DDB_G0276183,,,,[],44689,352472
DDB_G0276189,DDB_G0276189,"DDBDRAFT_0203501, DDB_0203501",hypothetical protein,dictyBase: DDB_G0276189,protein-coding,2,,DDB_G0276189,,,,[],44689,352472
DDB_G0276195,DDB_G0276195,"DDBDRAFT_0203504, DDB_0203504",hypothetical protein,dictyBase: DDB_G0276195,protein-coding,2,,DDB_G0276195,,,,[],44689,352472
DDB_G0276197,DDB_G0276197,"DDBDRAFT_0203505, DDB_0203505",hypothetical protein,dictyBase: DDB_G0276197,protein-coding,2,,DDB_G0276197,,,,[],44689,352472
DDB_G0276201,DDB_G0276201,"DDBDRAFT_0203508, DDB_0203508",hypothetical protein,dictyBase: DDB_G0276201,protein-coding,2,,DDB_G0276201,,,,[],44689,352472
DDB_G0276203,DDB_G0276203,"DDBDRAFT_0203509, DDB_0203509",hypothetical protein,dictyBase: DDB_G0276203,protein-coding,2,,DDB_G0276203,,,,[],44689,352472
DDB_G0276205,DDB_G0276205,"DDBDRAFT_0203511, DDB_0203511",hypothetical protein,dictyBase: DDB_G0276205,protein-coding,2,,DDB_G0276205,,,,[],44689,352472
DDB_G0276207,DDB_G0276207,"DDBDRAFT_0203512, DDB_0203512",hypothetical protein,dictyBase: DDB_G0276207,protein-coding,2,,DDB_G0276207,,,,[],44689,352472
DDB_G0276209,DDB_G0276209,"DDBDRAFT_0203513, DDB_0203513",hypothetical protein,dictyBase: DDB_G0276209,protein-coding,2,,DDB_G0276209,,,,[],44689,352472
DDB_G0276211,DDB_G0276211,"DDBDRAFT_0203514, DDB_0203514",hypothetical protein,dictyBase: DDB_G0276211,protein-coding,2,,DDB_G0276211,,,,[],44689,352472
DDB_G0276213,DDB_G0276213,"DDBDRAFT_0203515, DDB_0203515",hypothetical protein,dictyBase: DDB_G0276213,protein-coding,2,,DDB_G0276213,,,,[],44689,352472
DDB_G0276215,DDB_G0276215,"DDBDRAFT_0203516, DDB_0203516",hypothetical protein,dictyBase: DDB_G0276215,protein-coding,2,,DDB_G0276215,,,,[],44689,352472
DDB_G0276217,DDB_G0276217,"DDBDRAFT_0203517, DDB_0203517",hypothetical protein,dictyBase: DDB_G0276217,protein-coding,2,,DDB_G0276217,,,,[],44689,352472
DDB_G0276219,DDB_G0276219,"DDBDRAFT_0203518, DDBDRAFT_0233371, DDB_0203518, DDB_0233371",hypothetical protein,dictyBase: DDB_G0276219,protein-coding,2,,DDB_G0276219,,,,[],44689,352472
DDB_G0276221,DDB_G0276221,"DDBDRAFT_0203519, DDBDRAFT_0232153, DDB_0203519, DDB_0232153",hypothetical protein,dictyBase: DDB_G0276221,protein-coding,2,,DDB_G0276221,,,,[],44689,352472
DDB_G0276223,DDB_G0276223,"DDBDRAFT_0203522, DDB_0203522",hypothetical protein,dictyBase: DDB_G0276223,protein-coding,2,,DDB_G0276223,,,,[],44689,352472
DDB_G0276225,DDB_G0276225,"DDBDRAFT_0203524, DDB_0203524",hypothetical protein,dictyBase: DDB_G0276225,protein-coding,2,,DDB_G0276225,,,,[],44689,352472
DDB_G0276231,DDB_G0276231,"DDBDRAFT_0217757, DDB_0217757",hypothetical protein,dictyBase: DDB_G0276231,protein-coding,2,,DDB_G0276231,,,,[],44689,352472
DDB_G0276235,DDB_G0276235,"DDBDRAFT_0217759, DDB_0217759",hypothetical protein,dictyBase: DDB_G0276235,protein-coding,2,,DDB_G0276235,,,,[],44689,352472
DDB_G0276237,DDB_G0276237,"DDBDRAFT_0217760, DDBDRAFT_0237835, DDB_0217760, DDB_0237835",hypothetical protein,dictyBase: DDB_G0276237,protein-coding,2,,DDB_G0276237,,,,[],44689,352472
DDB_G0276243,DDB_G0276243,"DDBDRAFT_0217764, DDB_0217764",hypothetical protein,dictyBase: DDB_G0276243,protein-coding,2,,DDB_G0276243,,,,[],44689,352472
DDB_G0276247,DDB_G0276247,"DDBDRAFT_0217766, DDBDRAFT_0233322, DDB_0217766, DDB_0233322",hypothetical protein,dictyBase: DDB_G0276247,protein-coding,2,,DDB_G0276247,,,,[],44689,352472
DDB_G0276249,DDB_G0276249,"DDBDRAFT_0217767, DDB_0217767",hypothetical protein,dictyBase: DDB_G0276249,protein-coding,2,,DDB_G0276249,,,,[],44689,352472
DDB_G0276253,DDB_G0276253,"DDBDRAFT_0217769, DDB_0217769",hypothetical protein,dictyBase: DDB_G0276253,protein-coding,2,,DDB_G0276253,,,,[],44689,352472
DDB_G0276255,DDB_G0276255,"DDBDRAFT_0217770, DDB_0217770",hypothetical protein,dictyBase: DDB_G0276255,protein-coding,2,,DDB_G0276255,,,,[],44689,352472
DDB_G0276257,DDB_G0276257,"DDBDRAFT_0217771, DDB_0217771",hypothetical protein,dictyBase: DDB_G0276257,protein-coding,2,,DDB_G0276257,,,,[],44689,352472
DDB_G0276259,DDB_G0276259,"DDBDRAFT_0217772, DDB_0217772",hypothetical protein,dictyBase: DDB_G0276259,protein-coding,2,,DDB_G0276259,,,,[],44689,352472
DDB_G0276263,DDB_G0276263,"DDBDRAFT_0217774, DDB_0217774",hypothetical protein,dictyBase: DDB_G0276263,protein-coding,2,,DDB_G0276263,,,,[],44689,352472
DDB_G0276265,DDB_G0276265,"DDBDRAFT_0220591, DDB_0220591",hypothetical protein,dictyBase: DDB_G0276265,protein-coding,2,,DDB_G0276265,,,,[],44689,352472
DDB_G0276271,DDB_G0276271,"DDBDRAFT_0169405, DDB_0169405",hypothetical protein,dictyBase: DDB_G0276271,protein-coding,2,,DDB_G0276271,,,,[],44689,352472
DDB_G0276275,DDB_G0276275,"DDBDRAFT_0169408, DDB_0169408",hypothetical protein,dictyBase: DDB_G0276275,protein-coding,2,,DDB_G0276275,,,,[],44689,352472
DDB_G0276277,DDB_G0276277,"DDBDRAFT_0169409, DDB_0169409",hypothetical protein,dictyBase: DDB_G0276277,protein-coding,2,,DDB_G0276277,,,,[],44689,352472
DDB_G0276279,DDB_G0276279,"DDBDRAFT_0169413, DDB_0169413",hypothetical protein,dictyBase: DDB_G0276279,protein-coding,2,,DDB_G0276279,,,,[],44689,352472
DDB_G0276281,DDB_G0276281,"DDBDRAFT_0169414, DDB_0169414",hypothetical protein,dictyBase: DDB_G0276281,protein-coding,2,,DDB_G0276281,,,,[],44689,352472
DDB_G0276285,DDB_G0276285,"DDBDRAFT_0169418, DDB_0169418",hypothetical protein,dictyBase: DDB_G0276285,protein-coding,2,,DDB_G0276285,,,,[],44689,352472
DDB_G0276289,DDB_G0276289,"DDBDRAFT_0169423, DDB_0169423",hypothetical protein,dictyBase: DDB_G0276289,protein-coding,2,,DDB_G0276289,,,,[],44689,352472
DDB_G0276291,DDB_G0276291,"DDBDRAFT_0169426, DDB_0169426",hypothetical protein,dictyBase: DDB_G0276291,protein-coding,2,,DDB_G0276291,,,,[],44689,352472
DDB_G0276293,DDB_G0276293,"DDBDRAFT_0169428, DDBDRAFT_0232081, DDB_0169428, DDB_0232081",hypothetical protein,dictyBase: DDB_G0276293,protein-coding,2,,DDB_G0276293,,,,[],44689,352472
